"Species","Value_g","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Crocidura denti",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura desperata",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura dhofarensis",5.8,"5.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura dolichura",5.7,"5.7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura congobelgica",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura dsinezumi",10.21,"10.21","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura cinderella",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura elgonius",6.5,"6.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura allex",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura aleksandrisi",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura luna",14.5,"14.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura lusitania",2,"2","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura elongata",17.8,"17.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura andamanensis",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura fischeri",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura douceti",4.3,"4.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura beatus",10.55,"10.55","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura ansellorum",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura arabica",5.86,"5.86","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura arispa",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura armenica",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura attenuata",14.27,"14.27","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura attila",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura baileyi",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura crenata",6.52,"6.52","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura batesi",15.5,"15.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura flavescens",28.49,"28.49","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura beccarii",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura bottegi",3.5,"3.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura bottegoides",3.07,"3.07","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura brunnea",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura buettikoferi",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura caliginea",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura canariensis",7.5,"7.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura caspica",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura baluensis",16.9,"16.9","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura lanosa",22.6,"22.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura hispida",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura horsfieldii",5,"5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura hutanis",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura ichnusae",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura indochinensis",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura jacksoni",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura jenkinsi",12.6,"12.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura jouvenetae",9.79,"9.79","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura katinka",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura erica",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura lamottei",20.5,"20.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura hildegardeae",9.5,"9.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura latona",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura lea",6.6,"6.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura lepidura",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura leucodon",9.82,"9.82","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura levicula",1.77,"1.77","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura littoralis",16,"16","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura longipes",19.3,"19.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura ludia",5.15,"5.15","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura kivuana",9,"9","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura gmelini",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura foxi",19,"19","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura fuliginosa",12,"12","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura fulvastra",12.67,"12.67","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura fumosa",14.5,"14.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura fuscomurina",3.92,"3.92","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura hirta",15.8,"15.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura glassi",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura hilliana",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura goliath",54.84,"54.84","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura gracilipes",6.7,"6.7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura grandiceps",23,"23","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura grandis",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura grassei",13.5,"13.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura grayi",10.3,"10.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura greenwoodi",10.35,"10.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura harenna",8.5,"8.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura foetida",10.42,"10.42","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Solisorex pearsoni",10.3,"10.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus lixus",4.9,"4.9","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus hosei",7.64,"7.64","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus fellowesgordoni",7.64,"7.64","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus varilla",5,"5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus malayanus",5,"5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus megalura",5.38,"5.38","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus mertensi",7.95,"7.95","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus montanus",18,"18","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus murinus",60.71,"60.71","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus etruscus",2.13,"2.13","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus stoliczkanus",9.43,"9.43","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus infinitesimus",3,"3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus zeylanicus",29.8,"29.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus remyi",1.75,"1.75","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus aequatorius",7.15,"7.15","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus dayi",9.43,"9.43","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus ater",11.1,"11.1","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Suncus madagascariensis",3.5,"3.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Diplomesodon pulchellum",11,"11","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Feroculus feroculus",36,"36","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Paracrocidura graueri",11.68,"11.68","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Paracrocidura maxima",11.68,"11.68","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Paracrocidura schoutedeni",13,"13","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ruwenzorisorex suncoides",18.2,"18.2","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"scutisorexãsomereni",91.5,"91.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex konganensis",5.15,"5.15","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex isabellae",9.99,"9.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex pluvialis",5.83,"5.83","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex oriundus",9.99,"9.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex ollula",13.2,"13.2","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex lunaris",18.5,"18.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex johnstoni",3.17,"3.17","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex vulcanorum",3.5,"3.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex granti",3.8,"3.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex camerunensis",5.83,"5.83","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex howelli",4.32,"4.32","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvisorex morio",9.99,"9.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex caecutiens",5.38,"5.38","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex raddei",10,"10","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex alpinus",7.8,"7.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex minutus",4.5,"4.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex maritimensis",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex kozlovi",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex isodon",9.35,"9.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex hosonoi",3.25,"3.25","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex granarius",6.28,"6.28","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex gracillimus",5.06,"5.06","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex daphaenodon",6.79,"6.79","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex cylindricauda",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex cansulus",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex buchariensis",4.61,"4.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex bedfordiae",6.6,"6.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex antinorii",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex araneus",10,"10","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex arcticus",8.15,"8.15","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex arunchi",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex asper",7.95,"7.95","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex averini",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex roboratus",9.12,"9.12","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex coronatus",9.6,"9.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex satunini",7.47,"7.47","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex sinalis",9.43,"9.43","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex tundrensis",7.73,"7.73","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex shinto",6,"6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex unguiculatus",9.9,"9.9","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex volnuchini",4.61,"4.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex yukonicus",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex samniticus",8.25,"8.25","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex excelsus",6.79,"6.79","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex lyelli",5,"5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex jacksoni",3.5,"3.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex hoyi",2.58,"2.58","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex tenellus",3.75,"3.75","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex haydeni",3.5,"3.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex dispar",5,"5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex macrodon",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex leucogaster",4.83,"4.83","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex cinereus",4.66,"4.66","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex longirostris",3.58,"3.58","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex vagrans",5.9,"5.9","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex camtschatica",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex bendirii",16.1,"16.1","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex veraepacis",7.5,"7.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex bairdi",8.33,"8.33","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex gaspensis",2.89,"2.89","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex fumeus",7.7,"7.7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex alaskanus",14,"14","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex ugyunak",3.6,"3.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex palustris",13.45,"13.45","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex pribilofensis",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex preblei",3.1,"3.1","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex sonomae",8.3,"8.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex portenkoi",4.83,"4.83","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex pacificus",6.71,"6.71","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex ornatus",4.99,"4.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex orizabae",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex oreopolus",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex milleri",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex nanus",2.4,"2.4","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex monticolus",5.25,"5.25","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex neomexicanus",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex mirabilis",15,"15","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex arizonae",2.4,"2.4","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex saussurei",4.65,"4.65","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex sclateri",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex ventralis",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex merriami",5.9,"5.9","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex stizodon",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex emarginatus",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex trowbridgii",3.8,"3.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex veraecrucis",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex minutissimus",2.51,"2.51","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex planiceps",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sorex thibetanus",6.05,"6.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Anourosorex yamashinai",20,"20","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Anourosorex assamensis",20,"20","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Anourosorex schmidi",20,"20","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Anourosorex squamipes",20,"20","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Blarinella quadraticauda",12.5,"12.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Blarinella wardi",11.26,"11.26","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Blarinella griselda",12.5,"12.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Blarina brevicauda",28,"28","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Blarina hylophaga",14.5,"14.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Blarina carolinensis",13.5,"13.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Blarina peninsulae",17.63,"17.63","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis peregrina",7.72,"7.72","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis mexicana",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis montivaga",11.3,"11.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis nelsoni",7.72,"7.72","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis nigrescens",7.65,"7.65","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis obscura",7.72,"7.72","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis merriami",7.72,"7.72","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis parva",4.98,"4.98","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis medellinia",7.72,"7.72","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis peruviensis",7.72,"7.72","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis phillipsii",7.72,"7.72","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptotis squamipes",11,"11","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
