Species,Variable,flag,detail
Pan troglodytes,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Papio anubis,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Perodicticus potto,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Piliocolobus badius,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Propithecus verreauxi,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Saguinus oedipus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Saimiri sciureus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Setifer setosus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Sorex araneus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Sorex minutus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Suncus murinus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Tarsius sp.,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Tenrec ecaudatus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Tupaia glis,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Ateles geoffroyi,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Avahi occidentalis,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Callithrix pygmaea,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Cebus albifrons,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Cercopithecus ascanius,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Cheirogaleus major,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Crocidura flavescens,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Crocidura russula,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Echinops telfairi,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Erinaceus europaeus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Eulemur fulvus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Galagoides demidoff,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Gorilla sp.,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Hemicentetes semispinosus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Homo sapiens,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Hylobates lar,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Lagothrix lagothricha,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Lepilemur ruficaudatus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Lophocebus albigena,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Loris tardigradus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Microcebus murinus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Nasalis larvatus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Otolemur crassicaudatus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Pan troglodytes,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Papio anubis,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Perodicticus potto,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Piliocolobus badius,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Propithecus verreauxi,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Saguinus oedipus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Saimiri sciureus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Setifer setosus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Sorex araneus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Sorex minutus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Suncus murinus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Tarsius sp.,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Tenrec ecaudatus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Tupaia glis,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Ateles geoffroyi,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Avahi occidentalis,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Callithrix pygmaea,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Cebus albifrons,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Cercopithecus ascanius,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Cheirogaleus major,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Crocidura flavescens,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Crocidura russula,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Echinops telfairi,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Erinaceus europaeus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Eulemur fulvus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Galagoides demidoff,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Gorilla sp.,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Hemicentetes semispinosus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Homo sapiens,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Hylobates lar,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Lagothrix lagothricha,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Lepilemur ruficaudatus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Lophocebus albigena,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Loris tardigradus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Microcebus murinus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Nasalis larvatus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Otolemur crassicaudatus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Pan troglodytes,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Papio anubis,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Perodicticus potto,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Piliocolobus badius,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Propithecus verreauxi,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Saguinus oedipus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Saimiri sciureus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Setifer setosus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Sorex araneus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Sorex minutus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Suncus murinus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Tarsius sp.,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Tenrec ecaudatus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Tupaia glis,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Ateles geoffroyi,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Avahi occidentalis,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Callithrix pygmaea,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Cebus albifrons,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Cercopithecus ascanius,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Cheirogaleus major,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Crocidura flavescens,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Crocidura russula,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Echinops telfairi,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Erinaceus europaeus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Eulemur fulvus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Galagoides demidoff,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Gorilla sp.,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Hemicentetes semispinosus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Homo sapiens,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Hylobates lar,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Lagothrix lagothricha,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Lepilemur ruficaudatus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Lophocebus albigena,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Loris tardigradus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Microcebus murinus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Nasalis larvatus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Otolemur crassicaudatus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Pan troglodytes,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Papio anubis,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Perodicticus potto,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Piliocolobus badius,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Propithecus verreauxi,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Saguinus oedipus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Saimiri sciureus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Setifer setosus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Sorex araneus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Sorex minutus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Suncus murinus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Tarsius sp.,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Tenrec ecaudatus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Tupaia glis,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Cercopithecus ascanius,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Cercopithecus mitis,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Colobus angolensis,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Erythrocebus patas,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Gorilla sp.,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Homo sapiens,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Hylobates lar,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Hylobates muelleri,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Lophocebus albigena,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Macaca fascicularis,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Macaca mulatta,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Miopithecus talapoin,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Nasalis larvatus,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Pan paniscus,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
