"source","doi","source_table","taxon_level","species_printed","Species","specimen_id","observation_level","n_specimens","age_class","age_detail","sex","hemisphere","region_printed","region","m1_compatible","layer_printed","layer","layer_status","measure","statistic","value","unit","uncertainty_type","uncertainty_value","n_sampling_locations","sampling_detail","value_basis","source_location","curation_note","merge_default","status"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","absolute thickness","point",160,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","absolute thickness","point",583,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","absolute thickness","point",405,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","absolute thickness","point",362,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer 4","IV","absent","absolute thickness","point",,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","text-supported absence; Table 2 omits layer 4","Results and Table 2, PDF pages 5-6","Four observers identified five layers; layer IV is virtually absent in the sampled M1 region.",FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer I","I","present","proportional thickness","point",0.234,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","proportional thickness","point",0.082,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","proportional thickness","point",0.3,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","proportional thickness","point",0.201,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_3","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","proportional thickness","point",0.183,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Thickness of the cortex","total cortex","not applicable","absolute thickness","point",1645,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer I","I","present","absolute thickness","point",245,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","absolute thickness","point",179,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","absolute thickness","point",575,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","absolute thickness","point",388,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","absolute thickness","point",259,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer 4","IV","absent","absolute thickness","point",,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","text-supported absence; Table 2 omits layer 4","Results and Table 2, PDF pages 5-6","Four observers identified five layers; layer IV is virtually absent in the sampled M1 region.",FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer I","I","present","proportional thickness","point",0.149,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","proportional thickness","point",0.108,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","proportional thickness","point",0.349,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","proportional thickness","point",0.235,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_4","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","proportional thickness","point",0.159,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Thickness of the cortex","total cortex","not applicable","absolute thickness","point",1888,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer I","I","present","absolute thickness","point",371,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","absolute thickness","point",162,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","absolute thickness","point",684,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","absolute thickness","point",411,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","absolute thickness","point",260,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer 4","IV","absent","absolute thickness","point",,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","text-supported absence; Table 2 omits layer 4","Results and Table 2, PDF pages 5-6","Four observers identified five layers; layer IV is virtually absent in the sampled M1 region.",FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer I","I","present","proportional thickness","point",0.197,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","proportional thickness","point",0.085,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","proportional thickness","point",0.363,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","proportional thickness","point",0.217,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_5","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","proportional thickness","point",0.138,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Thickness of the cortex","total cortex","not applicable","absolute thickness","point",1952,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer I","I","present","absolute thickness","point",399,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","absolute thickness","point",180,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","absolute thickness","point",705,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","absolute thickness","point",353,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","absolute thickness","point",315,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer 4","IV","absent","absolute thickness","point",,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","text-supported absence; Table 2 omits layer 4","Results and Table 2, PDF pages 5-6","Four observers identified five layers; layer IV is virtually absent in the sampled M1 region.",FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer I","I","present","proportional thickness","point",0.207,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","proportional thickness","point",0.094,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","proportional thickness","point",0.357,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","proportional thickness","point",0.181,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries","Peruffo2019_sheep_6","individual",1,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","proportional thickness","point",0.161,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,FALSE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Thickness of the cortex","total cortex","not applicable","absolute thickness","mean",1838,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer I","I","present","absolute thickness","mean",375,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","absolute thickness","mean",169,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","absolute thickness","mean",596,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","absolute thickness","mean",376,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","absolute thickness","mean",322,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed value","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer 4","IV","absent","absolute thickness","mean",,"um",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","text-supported absence; Table 2 omits layer 4","Results and Table 2, PDF pages 5-6","Four observers identified five layers; layer IV is virtually absent in the sampled M1 region.",TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer I","I","present","proportional thickness","mean",0.204,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer II","II","present","proportional thickness","mean",0.093,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer III","III","present","proportional thickness","mean",0.325,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer V","V","present","proportional thickness","mean",0.205,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
"Peruffo_etal_2019_Table2","10.1007/s00429-019-01885-x","Table 2","species","sheep","Ovis aries",,"species mean",6,"adult",,,,"motor cortex controlling distal forelimb movements","primary motor cortex",TRUE,"Layer VI","VI","present","proportional thickness","mean",0.173,"proportion",,,,"Ten stained sections were scanned per subject; Fig. 3 states that three measures from two sections per sheep entered the layer analysis.","printed percent divided by 100","Table 2, PDF page 6 (journal page 1938)",,TRUE,"active"
