accepted_name,status,matched_tip,matched_via,candidate_source,family_expected,order_expected,n_auto_candidates,n_review_candidates,note
Pygathrix nemaeus,matched_direct,Pygathrix_nemaeus_CERCOPITHECIDAE_PRIMATES,Pygathrix nemaeus,accepted_name,Cercopithecidae,Primates,1,0,
Rattus norvegicus,matched_direct,Rattus_norvegicus_MURIDAE_RODENTIA,Rattus norvegicus,accepted_name,Muridae,Rodentia,1,1,
Rhynchocyon cirnei,matched_direct,Rhynchocyon_cirnei_MACROSCELIDIDAE_MACROSCELIDEA,Rhynchocyon cirnei,accepted_name,Macroscelididae,Macroscelidea,2,0,
Rousettus aegyptiacus,matched_direct,Rousettus_aegyptiacus_PTEROPODIDAE_CHIROPTERA,Rousettus aegyptiacus,accepted_name,Pteropodidae,Chiroptera,1,0,
Ruwenzorisorex suncoides,matched_direct,Ruwenzorisorex_suncoides_SORICIDAE_EULIPOTYPHLA,Ruwenzorisorex suncoides,accepted_name,Soricidae,Eulipotyphla,1,0,
Saguinus geoffroyi,matched_direct,Saguinus_geoffroyi_CALLITRICHIDAE_PRIMATES,Saguinus geoffroyi,accepted_name,Cebidae,Primates,1,0,
Saguinus midas,matched_direct,Saguinus_midas_CALLITRICHIDAE_PRIMATES,Saguinus midas,accepted_name,Cebidae,Primates,1,1,
Saguinus oedipus,matched_direct,Saguinus_oedipus_CALLITRICHIDAE_PRIMATES,Saguinus oedipus,accepted_name,Cebidae,Primates,1,0,
Saimiri sciureus,matched_direct,Saimiri_sciureus_CEBIDAE_PRIMATES,Saimiri sciureus,accepted_name,Cebidae,Primates,1,0,
Sapajus apella,matched_direct,Sapajus_apella_CEBIDAE_PRIMATES,Sapajus apella,accepted_name,Cebidae,Primates,2,0,
Sarcophilus harrisii,matched_direct,Sarcophilus_harrisii_DASYURIDAE_DASYUROMORPHIA,Sarcophilus harrisii,accepted_name,Dasyuridae,Dasyuromorphia,1,0,
Scalopus aquaticus,matched_direct,Scalopus_aquaticus_TALPIDAE_EULIPOTYPHLA,Scalopus aquaticus,accepted_name,Talpidae,Eulipotyphla,1,0,
Sciurus carolinensis,matched_direct,Sciurus_carolinensis_SCIURIDAE_RODENTIA,Sciurus carolinensis,accepted_name,Sciuridae,Rodentia,1,0,
Scotonycteris zenkeri,matched_direct,Scotonycteris_zenkeri_PTEROPODIDAE_CHIROPTERA,Scotonycteris zenkeri,accepted_name,Pteropodidae,Chiroptera,1,0,
scutisorexãsomereni,matched_synonym,Scutisorex_somereni_SORICIDAE_EULIPOTYPHLA,Scutisorex somereni,mdd_accepted_name,Soricidae,Soricomorpha,2,0,Mammal Diversity Database name; Upham 2019 tips follow MDD
ScutisorexÊsomereni,absent_from_tree,,,,Soricidae,Soricomorpha,1,0,no candidate spelling occurs in the source tree
Semnopithecus entellus,matched_direct,Semnopithecus_entellus_CERCOPITHECIDAE_PRIMATES,Semnopithecus entellus,accepted_name,Cercopithecidae,Primates,1,0,
Setifer setosus,matched_direct,Setifer_setosus_TENRECIDAE_AFROSORICIDA,Setifer setosus,accepted_name,Tenrecidae,Afrosoricida,1,0,
Solenodon paradoxus,matched_direct,Solenodon_paradoxus_SOLENODONTIDAE_EULIPOTYPHLA,Solenodon paradoxus,accepted_name,Solenodontidae,Eulipotyphla,1,0,
Sorex araneus,matched_direct,Sorex_araneus_SORICIDAE_EULIPOTYPHLA,Sorex araneus,accepted_name,Soricidae,Eulipotyphla,1,0,
Sorex cinereus,matched_direct,Sorex_cinereus_SORICIDAE_EULIPOTYPHLA,Sorex cinereus,accepted_name,Soricidae,Eulipotyphla,1,0,
Sorex fumeus,matched_direct,Sorex_fumeus_SORICIDAE_EULIPOTYPHLA,Sorex fumeus,accepted_name,Soricidae,Eulipotyphla,1,0,
Sorex minutus,matched_direct,Sorex_minutus_SORICIDAE_EULIPOTYPHLA,Sorex minutus,accepted_name,Soricidae,Eulipotyphla,1,0,
Spalax ehrenbergi,matched_direct,Spalax_ehrenbergi_SPALACIDAE_RODENTIA,Spalax ehrenbergi,accepted_name,Spalacidae,Rodentia,1,0,
Suncus etruscus,matched_direct,Suncus_etruscus_SORICIDAE_EULIPOTYPHLA,Suncus etruscus,accepted_name,Soricidae,Eulipotyphla,1,0,
Suncus megalura,matched_direct,Suncus_megalura_SORICIDAE_EULIPOTYPHLA,Suncus megalura,accepted_name,Soricidae,Eulipotyphla,2,0,
Suncus murinus,matched_direct,Suncus_murinus_SORICIDAE_EULIPOTYPHLA,Suncus murinus,accepted_name,Soricidae,Eulipotyphla,1,0,
Sus scrofa domesticus,matched_subspecies_parent,Sus_scrofa_SUIDAE_CETARTIODACTYLA,Sus scrofa,subspecies_parent,Suidae,Artiodactyla,2,0,subspecies -> parent species: a species-level tree has no subspecies tip
Sylvisorex granti,matched_direct,Sylvisorex_granti_SORICIDAE_EULIPOTYPHLA,Sylvisorex granti,accepted_name,Soricidae,Eulipotyphla,1,0,
Symphalangus syndactylus,matched_direct,Symphalangus_syndactylus_HYLOBATIDAE_PRIMATES,Symphalangus syndactylus,accepted_name,Hylobatidae,Primates,2,0,
Talpa europaea,matched_direct,Talpa_europaea_TALPIDAE_EULIPOTYPHLA,Talpa europaea,accepted_name,Talpidae,Eulipotyphla,2,0,
Tamandua tetradactyla,matched_direct,Tamandua_tetradactyla_MYRMECOPHAGIDAE_PILOSA,Tamandua tetradactyla,accepted_name,Myrmecophagidae,Pilosa,1,0,
Tarsius sp.,unresolvable_placeholder,,,,Tarsiidae,Primates,0,0,genus-level name: no single tip can represent it
Tarsius syrichta,matched_direct,Tarsius_syrichta_TARSIIDAE_PRIMATES,Tarsius syrichta,accepted_name,Tarsiidae,Primates,2,0,
Tayassu tajacu,matched_synonym,Pecari_tajacu_TAYASSUIDAE_CETARTIODACTYLA,Pecari tajacu,verified_bridge,Tayassuidae,Artiodactyla,2,0,collared peccary moved to Pecari (Grubb 2005)
Tenrec ecaudatus,matched_direct,Tenrec_ecaudatus_TENRECIDAE_AFROSORICIDA,Tenrec ecaudatus,accepted_name,Tenrecidae,Afrosoricida,1,0,
Trachypithecus francoisi,matched_direct,Trachypithecus_francoisi_CERCOPITHECIDAE_PRIMATES,Trachypithecus francoisi,accepted_name,Cercopithecidae,Primates,1,0,
Tragelaphus strepsiceros,matched_direct,Tragelaphus_strepsiceros_BOVIDAE_CETARTIODACTYLA,Tragelaphus strepsiceros,accepted_name,Bovidae,Artiodactyla,1,1,
Triaenops persicus,matched_direct,Triaenops_persicus_HIPPOSIDERIDAE_CHIROPTERA,Triaenops persicus,accepted_name,Rhinonycteridae,Chiroptera,1,0,
Tupaia glis,matched_direct,Tupaia_glis_TUPAIIDAE_SCANDENTIA,Tupaia glis,accepted_name,Tupaiidae,Scandentia,1,0,
Tupaia minor,matched_direct,Tupaia_minor_TUPAIIDAE_SCANDENTIA,Tupaia minor,accepted_name,Tupaiidae,Scandentia,1,0,
Urogale everetti,matched_direct,Urogale_everetti_TUPAIIDAE_SCANDENTIA,Urogale everetti,accepted_name,Tupaiidae,Scandentia,2,0,
Ursus arctos,matched_direct,Ursus_arctos_URSIDAE_CARNIVORA,Ursus arctos,accepted_name,Ursidae,Carnivora,1,0,
Ursus maritimus,matched_direct,Ursus_maritimus_URSIDAE_CARNIVORA,Ursus maritimus,accepted_name,Ursidae,Carnivora,1,0,
Varecia variegata,matched_direct,Varecia_variegata_LEMURIDAE_PRIMATES,Varecia variegata,accepted_name,Lemuridae,Primates,2,0,
Vulpes zerda,matched_direct,Vulpes_zerda_CANIDAE_CARNIVORA,Vulpes zerda,accepted_name,Canidae,Carnivora,1,0,
Wallabia bicolor,matched_direct,Wallabia_bicolor_MACROPODIDAE_DIPROTODONTIA,Wallabia bicolor,accepted_name,Macropodidae,Diprotodontia,1,0,
Zalophus californianus,matched_direct,Zalophus_californianus_OTARIIDAE_CARNIVORA,Zalophus californianus,accepted_name,Otariidae,Carnivora,1,0,
