Species,Variable,Team,Source_skipped,Year_skipped,Value_skipped,flag,reason,evidence,Source_used,Year_used,outcome,more_recent
Hylobates lar,AssociationCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,12915,derived_residual,other_association_white is the white-matter counterpart of the same derived residual (neocortex - frontal lobe - primary visual). Not a measurement; recompute from the primaries rather than importing it.,crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Lagothrix lagothricha,AssociationCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,12496,derived_residual,other_association_white is the white-matter counterpart of the same derived residual (neocortex - frontal lobe - primary visual). Not a measurement; recompute from the primaries rather than importing it.,crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Lophocebus albigena,AssociationCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,17092,derived_residual,other_association_white is the white-matter counterpart of the same derived residual (neocortex - frontal lobe - primary visual). Not a measurement; recompute from the primaries rather than importing it.,crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Miopithecus talapoin,AssociationCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,4642,derived_residual,other_association_white is the white-matter counterpart of the same derived residual (neocortex - frontal lobe - primary visual). Not a measurement; recompute from the primaries rather than importing it.,crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pan troglodytes,AssociationCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,76600,derived_residual,other_association_white is the white-matter counterpart of the same derived residual (neocortex - frontal lobe - primary visual). Not a measurement; recompute from the primaries rather than importing it.,crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Papio anubis,AssociationCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,33835,derived_residual,other_association_white is the white-matter counterpart of the same derived residual (neocortex - frontal lobe - primary visual). Not a measurement; recompute from the primaries rather than importing it.,crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Piliocolobus badius,AssociationCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,9665,derived_residual,other_association_white is the white-matter counterpart of the same derived residual (neocortex - frontal lobe - primary visual). Not a measurement; recompute from the primaries rather than importing it.,crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pithecia pithecia,AssociationCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,4200,derived_residual,other_association_white is the white-matter counterpart of the same derived residual (neocortex - frontal lobe - primary visual). Not a measurement; recompute from the primaries rather than importing it.,crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Alouatta seniculus,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1015,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Ateles geoffroyi,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,2773,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Cebus albifrons,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1434,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Cercopithecus ascanius,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1154,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Cercopithecus mitis,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1380,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Erythrocebus patas,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1560,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Gorilla sp.,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,11642,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Homo sapiens,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,46323,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Hylobates lar,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,2588,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Lagothrix lagothricha,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1887,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Lophocebus albigena,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,2311,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Miopithecus talapoin,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1018,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Nasalis larvatus,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,813,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pan paniscus,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,7956,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pan troglodytes,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,14209,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Papio anubis,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,3921,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Piliocolobus badius,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1591,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pithecia pithecia,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,600,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pongo sp.,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,8596,secondary_compilation,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table **2** republished (sec5_grey_total = the cumulative anterior-frontal block, summed L+R; human = mean of 8). Re-verified 2026-08-12: exact for 19/19 species, max |diff| 0.85%. NB the source is Suppl. Table 2, NOT Suppl. Table 1 as this note previously said - Table 1 holds TOTAL frontal lobe grey/white and is now selected in its own right (year 2011). Suppl. Table 2 is not term-mapped; add sec5 rows to standardized_term_volumes.csv if prefrontal is wanted. Do not date this measurement 2017.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Alouatta seniculus,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,177,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Ateles geoffroyi,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,286,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Cebus albifrons,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,257,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Cercopithecus ascanius,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,159,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Cercopithecus mitis,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,205,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Erythrocebus patas,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,272,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Gorilla sp.,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,2608,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Homo sapiens,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,28135,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Hylobates lar,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,510,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Lagothrix lagothricha,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,226,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Lophocebus albigena,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,424,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Miopithecus talapoin,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,152,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Nasalis larvatus,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,74,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pan paniscus,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,2056,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pan troglodytes,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,4607,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Papio anubis,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,845,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Piliocolobus badius,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,201,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pithecia pithecia,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,81,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
Pongo sp.,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,2520,secondary_compilation,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table **2** republished (sec5_white_total), same as the grey-matter column. Source is Suppl. Table 2, not Suppl. Table 1.",crosspub_Smaers2017_FINDINGS.md,NA,NA,dropped — no other source covers this cell,TRUE
