Species,Variable,Team,Source,Year,Value,n_obs,status,flag,action,Source_used,Year_used,reason
Echinops telfairi,Septum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,11.5,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Echinops telfairi,Striatum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,24.1,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Echinops telfairi,Subthalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,2.68,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Echinops telfairi,Telencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,335,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Echinops telfairi,Thalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,17.9,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Echinops telfairi,Total_brain_net_volume_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,566,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Echinops telfairi,Tractus_opticus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,0.605,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Echinops telfairi,Ventral_pons_Vol.mm3,Selected_collection,Matano_etal_1985_b_Table1,1985,0.49,1,USED,NA,use,Matano_etal_1985_b_Table1,1985,NA
Echinops telfairi,Ventricles_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,8.34,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Elephantulus fuscipes,Body_Mass.g,Selected_collection,Stephan_etal_1981_TableI,1981,57,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Elephantulus fuscipes,Brain_Mass.mg,Selected_collection,Stephan_etal_1981_TableI,1981,1330,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Elephantulus fuscipes,Bulbus_olfactorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,63.3,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Elephantulus fuscipes,Bulbus_olfactorius_accessorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,0.662,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Elephantulus fuscipes,Cerebellum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,183,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Elephantulus fuscipes,Corpus_pineal_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,0.336,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Elephantulus fuscipes,Corpus_subcommissurale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,0.124,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Elephantulus fuscipes,Corpus_subfornicale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,0.0709,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Elephantulus fuscipes,Diencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,112,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Elephantulus fuscipes,Hippocampus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,173,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Elephantulus fuscipes,Lobus_piriformis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,120,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Elephantulus fuscipes,Medulla_oblongata_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,120,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Elephantulus fuscipes,Mesencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,117,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Elephantulus fuscipes,Neocortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,236,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Elephantulus fuscipes,Nucleus_habenularis_medialis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,0.415,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Elephantulus fuscipes,Nucleus_septalis_triangularis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,0.289,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Elephantulus fuscipes,Schizo_cortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,46.8,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Elephantulus fuscipes,Septum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,16.8,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Elephantulus fuscipes,Striatum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,44.5,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Elephantulus fuscipes,Telencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,700,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Elephantulus fuscipes,Total_brain_net_volume_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,1233,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Elephantulus fuscipes,Ventricles_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,18.1,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Amygdala_Vol.mm3,Selected_collection,Stephan_etal_1981_TableX,1981,104,1,USED,NA,use,Stephan_etal_1981_TableX,1981,NA
Erinaceus europaeus,Body_Mass.g,Selected_collection,Matano_etal_1985_a_Table1,1985,860,1,superseded (older),NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Body_Mass.g,Selected_collection,Stephan_etal_1981_TableI,1981,860,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Brain_Mass.mg,Selected_collection,Stephan_etal_1981_TableI,1981,3350,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Bulbus_olfactorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,332,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Erinaceus europaeus,Bulbus_olfactorius_accessorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,1.94,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Erinaceus europaeus,Capsula_interna_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,18.8,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Erinaceus europaeus,Cerebellar_nuclei_total_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,12.65,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Erinaceus europaeus,Cerebellum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,394,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Complexus_centromedialis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableX,1981,43.1,1,USED,NA,use,Stephan_etal_1981_TableX,1981,NA
Erinaceus europaeus,Complexus_corticobasolateralis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableX,1981,61.1,1,USED,NA,use,Stephan_etal_1981_TableX,1981,NA
Erinaceus europaeus,Complexus_vestibularis_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXII,1981,7.54,1,USED,NA,use,Stephan_etal_1981_TableXII,1981,NA
Erinaceus europaeus,Corpus_geniculatum_laterale_Vol.mm3,Selected_collection,Stephan_etal_1984_Table1,1984,3.9,1,USED,NA,use,Stephan_etal_1984_Table1,1984,NA
Erinaceus europaeus,Corpus_pineal_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,0.423,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Erinaceus europaeus,Corpus_subcommissurale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,0.0312,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Erinaceus europaeus,Corpus_subfornicale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,0.0592,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Erinaceus europaeus,Diencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,241,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Epithalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,3.71,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Erinaceus europaeus,Hippocampus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,237,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Erinaceus europaeus,Hypothalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,79.9,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Erinaceus europaeus,Interpositus_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,5.53,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Erinaceus europaeus,Lateral_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,3.83,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Erinaceus europaeus,Lobus_piriformis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,505,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Erinaceus europaeus,Medial_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,3.3,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Erinaceus europaeus,Medulla_oblongata_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,333,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Mesencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,151,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Neocortex_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,522.5,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Erinaceus europaeus,Neocortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,522,1,superseded (older),NA,use,Frahm_etal_1982_Table2,1982,NA
Erinaceus europaeus,Neocortex_grey_matter_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,454.1,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Erinaceus europaeus,Neocortex_lamina_1_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,129.1,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Erinaceus europaeus,Neocortex_laminae_2_6_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,325,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Erinaceus europaeus,Neocortex_white_matter_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,68.35,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Erinaceus europaeus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableX,1981,12.2,1,USED,NA,use,Stephan_etal_1981_TableX,1981,NA
Erinaceus europaeus,Nucleus_habenularis_medialis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,1.17,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Erinaceus europaeus,Nucleus_septalis_triangularis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIV,1981,0.887,1,USED,NA,use,Stephan_etal_1981_TableXIV,1981,NA
Erinaceus europaeus,Nucleus_subthalamicus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,0.903,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Erinaceus europaeus,Nucleus_tractus_olfactorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableX,1981,3.72,1,USED,zero_sentinel,review,Stephan_etal_1981_TableX,1981,"Stephan 1981 prints 0 for the nucleus tractus olfactorius in several catarrhines. Per the Stephan 1987 data dictionary a printed 0 means 'not determinable with certainty', not a true zero - volumes_compiled.R maps it to NA for the 1987 table but leaves the 1981 zeros standing, and so does this script (5 species end up with NTO = 0). Decide whether the 1981 zeros are sentinels too before using this variable; contrast Bulbus_olfactorius_accessorius, whose zeros in catarrhines are real absences."
Erinaceus europaeus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXII,1981,1.77,1,USED,NA,use,Stephan_etal_1981_TableXII,1981,NA
Erinaceus europaeus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXII,1981,1.72,1,USED,NA,use,Stephan_etal_1981_TableXII,1981,NA
Erinaceus europaeus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXII,1981,2.85,1,USED,NA,use,Stephan_etal_1981_TableXII,1981,NA
Erinaceus europaeus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXII,1981,1.21,1,USED,NA,use,Stephan_etal_1981_TableXII,1981,NA
Erinaceus europaeus,Palaeocortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableX,1981,379,1,USED,NA,use,Stephan_etal_1981_TableX,1981,NA
Erinaceus europaeus,Pallidum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,13.3,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Erinaceus europaeus,Schizo_cortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,134,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Erinaceus europaeus,Septum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,51.7,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Erinaceus europaeus,Striatum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIV,1981,147,1,USED,NA,use,Stephan_etal_1981_TableIV,1981,NA
Erinaceus europaeus,Subthalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,14.2,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Erinaceus europaeus,Telencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,1931,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Thalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,117,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Erinaceus europaeus,Total_brain_net_volume_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,3050,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erinaceus europaeus,Tractus_opticus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVII,1981,3.94,1,USED,NA,use,Stephan_etal_1981_TableVII,1981,NA
Erinaceus europaeus,Ventricles_Vol.mm3,Selected_collection,Stephan_etal_1981_TableI,1981,105,1,USED,NA,use,Stephan_etal_1981_TableI,1981,NA
Erythrocebus patas,Body_Mass.g,Selected_collection,Stephan_etal_1988_TABLE1,1988,7800,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Body_Mass.g,Selected_collection,Matano_etal_1985_a_Table1,1985,7800,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Body_Mass.g,Selected_collection,Matano_etal_1985_b_Table1,1985,7800,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Body_Mass.g,Selected_collection,Stephan_etal_1981_TableIII,1981,7800,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Brain_Mass.mg,Selected_collection,deSousa_etal_2013_Table1,2013,94200,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Brain_Mass.mg,Selected_collection,Stephan_etal_1988_TABLE1,1988,108000,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Brain_Mass.mg,Selected_collection,Stephan_etal_1981_TableIII,1981,108000,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Bulbus_olfactorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,51.8,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Erythrocebus patas,Bulbus_olfactorius_accessorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,0,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Erythrocebus patas,CerebellarHemisphere_Vol.mm3,Selected_collection,MacLeod_etal_2003_Table2,2003,5200,1,USED,NA,use,MacLeod_etal_2003_Table2,2003,NA
Erythrocebus patas,CerebellarVermis_Vol.mm3,Selected_collection,MacLeod_etal_2003_Table2,2003,2700,1,USED,NA,use,MacLeod_etal_2003_Table2,2003,NA
Erythrocebus patas,Cerebellar_nuclei_total_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,295.09,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Erythrocebus patas,Cerebellum_Vol.mm3,Selected_collection,MacLeod_etal_2003_Table2,2003,7900,1,USED,NA,use,MacLeod_etal_2003_Table2,2003,NA
Erythrocebus patas,Cerebellum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,8738,1,superseded (older),NA,use,MacLeod_etal_2003_Table2,2003,NA
Erythrocebus patas,Corpus_geniculatum_laterale_Vol.mm3,Selected_collection,deSousa_etal_2013_Table1,2013,266.8,1,USED,NA,use,deSousa_etal_2013_Table1,2013,NA
Erythrocebus patas,Diencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,5423,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,FrontalMotor_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,2552,1,USED,unverifiable,review,Smaers_etal_2017_TableS1part1,2017,"frontal_motor_gray is the only genuinely 2017-unique numeric column, so it is kept - but it is the POSTERIOR section-5 of 20 frontal sections and was never published anywhere else, so it cannot be checked against any public table. It is a biased anterior/posterior proxy, not the true premotor border. Treat as provisional."
Erythrocebus patas,FrontalMotor_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1848,1,USED,unverifiable,review,Smaers_etal_2017_TableS1part1,2017,"frontal_motor_white is the white-matter counterpart of the same unpublished posterior section-5 partition: 2017-unique, kept, but unverifiable against any public table and a proxy rather than a true premotor border."
Erythrocebus patas,Hippocampus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,1591,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Erythrocebus patas,Interpositus_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,95.07,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Erythrocebus patas,Lateral_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,126.31,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Erythrocebus patas,Lobus_piriformis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,1339,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Erythrocebus patas,Medial_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,73.71,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Erythrocebus patas,Medulla_oblongata_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,2616,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Mesencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,1621,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Neocortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,77141,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Erythrocebus patas,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1560,1,skipped (flagged),secondary_compilation,skip,NA,NA,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table 2 republished (anterior section-5, summed L+R; human = mean of 8), 19/11 spp within 2%. Add Smaers_etal_2011_SupplementaryTable1 to the selection if you want prefrontal volumes; do not date this measurement 2017."
Erythrocebus patas,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,272,1,skipped (flagged),secondary_compilation,skip,NA,NA,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table 2 republished, same as the grey-matter column. Use the 2011 raw table as the source if prefrontal volumes are wanted."
Erythrocebus patas,Schizo_cortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,693,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Erythrocebus patas,Septum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,330,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Erythrocebus patas,Striatum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,3624,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Erythrocebus patas,Telencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,84770,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Erythrocebus patas,Total_brain_net_volume_Vol.mm3,Selected_collection,MacLeod_etal_2003_Table2,2003,89000,1,USED,NA,use,MacLeod_etal_2003_Table2,2003,NA
Erythrocebus patas,Total_brain_net_volume_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,103167,1,superseded (older),NA,use,MacLeod_etal_2003_Table2,2003,NA
Erythrocebus patas,Ventral_pons_Vol.mm3,Selected_collection,Matano_etal_1985_b_Table1,1985,814.5,1,USED,NA,use,Matano_etal_1985_b_Table1,1985,NA
Erythrocebus patas,Ventricles_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,561,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Eulemur fulvus,Amygdala_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXI,1981,251,1,USED,NA,use,Stephan_etal_1981_TableXI,1981,NA
Eulemur fulvus,Area_striata_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,1519,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Eulemur fulvus,Area_striata_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIX,1981,1527,1,superseded (older),NA,use,Frahm_etal_1984_Table1,1984,NA
Eulemur fulvus,Area_striata_grey_matter_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,1253,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Eulemur fulvus,Area_striata_lamina_1_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,138,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Eulemur fulvus,Area_striata_laminae_2_6_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,1114,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Eulemur fulvus,Area_striata_white_matter_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,267,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Eulemur fulvus,Body_Mass.g,Selected_collection,Stephan_etal_1988_TABLE1,1988,1400,1,superseded (older),NA,use,Stephan_etal_1981_TableII,1981,NA
Eulemur fulvus,Body_Mass.g,Selected_collection,Matano_etal_1985_a_Table1,1985,1400,1,superseded (older),NA,use,Stephan_etal_1981_TableII,1981,NA
Eulemur fulvus,Body_Mass.g,Selected_collection,Matano_etal_1985_b_Table1,1985,1400,1,superseded (older),NA,use,Stephan_etal_1981_TableII,1981,NA
Eulemur fulvus,Body_Mass.g,Selected_collection,Stephan_etal_1981_TableII,1981,1400,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Eulemur fulvus,Brain_Mass.mg,Selected_collection,Stephan_etal_1988_TABLE1,1988,23300,1,superseded (older),NA,use,Stephan_etal_1981_TableII,1981,NA
Eulemur fulvus,Brain_Mass.mg,Selected_collection,Stephan_etal_1981_TableII,1981,23300,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Eulemur fulvus,Bulbus_olfactorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,207,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Eulemur fulvus,Bulbus_olfactorius_accessorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,3.21,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Eulemur fulvus,Capsula_interna_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,248,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Eulemur fulvus,Cerebellar_nuclei_total_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,86.28,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Eulemur fulvus,Cerebellum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableII,1981,3328,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Eulemur fulvus,Complexus_centromedialis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXI,1981,71.7,1,USED,NA,use,Stephan_etal_1981_TableXI,1981,NA
Eulemur fulvus,Complexus_corticobasolateralis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXI,1981,179,1,USED,NA,use,Stephan_etal_1981_TableXI,1981,NA
Eulemur fulvus,Complexus_vestibularis_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,31.1,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Eulemur fulvus,Corpus_geniculatum_laterale_Vol.mm3,Selected_collection,Stephan_etal_1984_Table1,1984,51.8,1,USED,NA,use,Stephan_etal_1984_Table1,1984,NA
Eulemur fulvus,Corpus_geniculatum_laterale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIX,1981,51.6,1,superseded (older),NA,use,Stephan_etal_1984_Table1,1984,NA
Eulemur fulvus,Corpus_pineal_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXV,1981,1.85,1,USED,NA,use,Stephan_etal_1981_TableXV,1981,NA
Eulemur fulvus,Corpus_subcommissurale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXV,1981,0.174,1,USED,NA,use,Stephan_etal_1981_TableXV,1981,NA
Eulemur fulvus,Corpus_subfornicale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXV,1981,0.527,1,USED,NA,use,Stephan_etal_1981_TableXV,1981,NA
Eulemur fulvus,Diencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableII,1981,1713,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Eulemur fulvus,Epithalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,12.2,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Eulemur fulvus,Hippocampus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,752,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Eulemur fulvus,Hypothalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,239,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
