"search_id","ID","type","Reference","SpeciesName_Reported","CommonName_Reported","N","EEG","Telemetry","Twenty_four_hour","Light","Adaptation","Diet","Temperature","Restraint","Behavioural","Total_lab_condition_score","Total_daily_sleep","Sleep_time_adjusted_for_drowsiness","Daily_PS_time","Quiet_sleep_time","Sleep_cycle_length","Number_of_animals_in_calculated_mean","Animals_sampled","Sex","Age_class_reported","Absolute_age_reported","Hayssen_age_class","Summary_age_class","Monophasic_polyphasic","Data_entered_by","Notes_Misc","Error","Error_Note","Total_daily_sleep_time_in_water","Total_daily_sleep_time_on_land","Daily_PS_time_in_water","Daily_PS_time_on_land","Daily_PS_time_in_water_bihemispheric","Daily_PS_time_on_land_bihemispheric","Quiet_sleep_time_on_land_bihemispheric","Quiet_sleep_time_in_water_bihemispheric","Bilateral_desynchronization","Unilateral_synchronization","Bilateral_synchronization","USWS","BSWS","ASWS","Quiet_sleep_time_in_water","Quiet_sleep_time_on_land","Full_Reference","PDF","Paper_photocopied","Type_of_paper","Data_came_from","Foreign_language","Post1988"
"60","","Land","Bert Et Al., 1970B","Pan Troglodytes Troglodytes And Pan Troglodytes Schweinfurthi","Chimpanzee","3","Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1","13","9.667","N/A","1.45","8.217","N/A","3","3","Mix","Adult","N/A","N/A","Adult","N/A","EH","Data Averaged For 3 Chimps; Different Names For Chimps: Males (Pan Troglodytes Troglodytes) And Female (Pan Troglodytes Schweinfurthi); Data Different From Pegram 1972; Made Notation In Notes Of Data From Pegram 1972; Paper States 3 Sex. Mature Chimps","SN","","","","","","","","","","","","","","","","","","Bert, J., Kripke, D.F., & Rhodes, J.  (1970B).  Electroencephalogram Of The Mature Chimpanzee:  Twenty-four Hour Recordings. Electroencephalograpy & Clinical Neurophysiology, 28, 32-40.","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"26","","Land","Balzamo Et Al., 1972","Pan Troglodytes Troglodytes Or Pan Troglodytes Verus","Chimpanzee","14","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","Yes","1","10","12.528","N/A","2.184","10.344","N/A","14","14","Mix","N/A","2-41 Months","Infant & Juvenile","Infant & Juvenile","N/A","EH","Data Averaged For All Animals Aged 2-41 Months; Animals In Study Were Either Pan Troglodytes Troglodytes W/black Face Or Pan Troglodytes Verus W/white Face; IC Reports Animals All Appear To Be Infants And Juveniles","","","","","","","","","","","","","","","","","","","Balzamo, E., Bradley, R. J., & Rhodes, J. M. (1972). Sleep Ontogeny In The Chimpanzee: From Two Months To Forty-one Months. Electroencephalography & Clinical Neurophysiology, 33, 47-60.

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"188","","Marine","Mukhametov Et Al., 1984A","Phoca Caspica","Caspean Seal","4","Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1","13","6.960","N/A",".816","6.144","N/A","4","4","Mix","Adult","N/A","N/A","Adult","N/A","EH","In Russian; Sea Mammals; Avg Species; Assumed 24-hour Recording Period; Campbell & Tobler (1984) Have Scientific Name As Gallerinus Ursinus","","","2.784","4.176","","",".312",".504","3.672","2.472","","","","","","","","","Mukhametov, L. M., Supin, A., & Poliakova, I. G. (1984A). [The Sleep In Caspian Seals (Phoca Caspica)]. [Russian] Zh Vyssh Nerv Deiat Im I P Pavlova, 34(2), 259-264.

","No","Yes","Scientific Paper","Not from Zepelin","Yes","No"
"201","","Land","Palchykova Et Al., 2002","Phodopus Sungorus","Djungarian Hamster","8","Yes","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","N/A","0","7","3.144","N/A","0.486","2.658","N/A","8","8","Mix","Adult","5.3 Months","Adult","Adult","N/A","EH","No Original Baseline Was Available Without Torpor So Baseline With Torpor Was Used; 6 Hour Recording Period; Age Based On Baseline Based On Body Temp; Also Known As Phodopus Campbelli","SN","","","","","","","","","","","","","","","","","","Palchykova, S., Deboer, T., & Tobler, I. (2002). Selective Sleep Deprivation After Daily Torpor In The Djungarian Hamster. Journal Of Sleep Research, 11, 313-319.

","No","Yes","Scientific Paper","Not from Zepelin","No","Yes"
"155","","Land","Lucas Et Al., 1977","Pointer Dog","Pointer Dog","6","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","0","10","8.448","2.1754","3.024","5.424","20","6","6","Mix","N/A","2-4 Years","Adult","Adult","Poly","EH","Mean REM Cycle And Episode Are Given; Adult Or Juv Not Stated Explicitly In Paper","","","","","","","","","","","","","","","","","","","Lucas, E. A., Powell, E. W., & Murphree, O. D. (1977). Baseline Sleep-wake Patterns In 
The Pointer Dog. Physiology & Behavior, 19, 285-291.

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"204","","Land","Pellet & Beraud, 1967","Rat","Rat","4","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","0","10","12.408","N/A","1.68","10.728","N/A","4","4","Mix","Adult","N/A","N/A","Adult","N/A","EH","In French","SN","","","","","","","","","","","","","","","","","","Pellet, J., & Beraud, C. (1967). [The Circadian Sleep-wakefulness Organization Of The Guinea Pig (Cavia Porcellus)]. Physiology & Behavior, 2, 131-137. 

","No","Yes","Scientific Paper","Not from Zepelin","Yes","No"
"68","","Land","Breton Et Al., 1986","Saimiri Sciureus","Squirrel Monkey","11","Yes","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","No","1","9","3.647","1.82","0.307","3.34","N/A","11","11","Mix","Adult","N/A","N/A","Adult","N/A","EH","Males And Females; Data Are Not Split According To Sex; 10 Hr. Rec. Period","","","","","","","","","","","","","","","","","","","Breton, P., Gourmelon, P., & Court, L. (1986). New Findings On Sleep Stage 
Organization In Squirrel Monkeys. Electroencephalography & Clinical Neurophysiology, 40(6), 563-567.

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"10","","Land","Allison Et Al., 1972","Tachyglossus Aculeatus","Echidna (spiny Anteater)","5","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1","11","15.696","N/A","0","15.696","27","5","5","Mix","N/A","N/A","N/A","Unknown","Poly","EH","Monotreme; No REM; Zepelin (1989) Reports 8.6 For TST. Nothing For SWS. And 0 For REM; Does Not Specify If Adult Or Juvenile; Age Is Unclear; Sleep Cycle Obtained From Campbell & Tobler, 1984","","","","","","","","","","","","","","","","","","","Allison, T., Van Twyver, H., & Goff, W. R.  (1972). Electrophysiological Studies Of The Echidna, Tachyglossus Aculeatus. I. Waking And Sleep. Archives Of Italian Biology, 110, 145-184.","No","Yes","Scientific Paper","From Zepelin","No","No"
"195","","Land","Nicol Et Al., 2000","Tachyglossus Aculeatus","Echidna","6","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1","11","16.56","N/A","1.032","15.528","11.8","6","6","Mix","Adult & Juvenile","N/A","N/A","Adult & Juvenile","N/A","EH","25 Degree C; 6 In The Sample: 3 Reproductively Immature(1 Male. 2 Females). 2 Adult Females. 1 Adult Male; Contains Juveniles; Data Not Separated By Adults Or Juveniles","","","","","","","","","","","","","","","","","","","Nicol, S. C., Andersen, N. A., Phillips, N. H., & Berger, R. J. (2000). The Echidna Manifests Typical Characteristics Of Rapid Eye Movement Sleep. Neuroscience Letters, 283(1), 49-52.

","Yes","Yes","Scientific Paper","Not from Zepelin","No","Yes"
"118","","Land","Godfrey, 1955","Talpa Europaea","Mole","8","No","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","No","0","6","1.7756","N/A","N/A","N/A","N/A","8","8","Mix","Adult & Juvenile","N/A","N/A","Adult & Juvenile","N/A","EH","NREM And PS Were Not Able To Be Calculated; Sample Consisted Of 3 Females And 1 Male For Pasture And 1 Adult Female And 4 Juvenile Males For Arable Field; Sample Combined For Nest And Tunnel For Both Pasture And Field; Recording Time 8 Hours Observation","","","","","","","","","","","","","","","","","","","Godfrey, G. K. (1955). A Field Study Of The Activity Of The Mole (Talpa Europaea).  
Ecology, 36, 678-685.

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"97","","Land","Estep Et Al., 1978","Tamias Striatus","Eastern Chipmunk","12","No","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1","9","15.8","N/A","N/A","N/A","N/A","12","12","Mix","Adult","N/A","N/A","Adult","Poly","EH","Only TST Available; Zepelin (1989) Reports TST As 15.8; Mixed Sex","","","","","","","","","","","","","","","","","","","Estep, D., Canney, E. L., Cochran, C. C., & Hunter, J. L. (1978). Components Of Activity And Sleep In Two Species Of Chipmunks: Tamias Striatus Amd Eutomias Dorsalis. Bulletin Of The Psychonomic Society, 12, 341-343. 

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"287","","Land","Zepelin, 1970","Tapir","Tapir","2","No","No","3 (24 hour recording period)","Normal light/dark conditions","No","Normal","No","No","1","8","4.4","5.3","1","3.4","54","2","2","Mix","Adult","N/A","Adult","Adult","N/A","EH","N=2 For Both Species; Both Sexes Represented","","","","","","","","","","","","","","","","","","","Zepelin, H. (1970). Sleep Of The Jaguar And The Tapir: A Prey-predator Contrast [Abstract]. Psychophysiology, 7, 305-306.","No","Yes","Scientific Paper","From Zepelin","No","No"
"153","","Land","LoPresti & McGinty, 1970","Trichosurus Vulpecula","Phalanger","3","Yes","No","N/A","Normal light/dark conditions","No","Normal","No","N/A","0","5","13.7","N/A","1.8","11.9","N/A","3","3","Mix","Adult","N/A","N/A","Adult","N/A","EH","Do Not Know Recording Time So Entered Data From Zepelin (1989), Which Also Matches Elgar Et Al. (1988) Data; 1 Male And 2 Females In Original Paper; Assuming Adults; IC Recommended We Discard Data Because Of The Unknown Recording Time","","","","","","","","","","","","","","","","","","","LoPresti, R.W., & McGinty, D. J. (1970). Sleep In The Phalanger (Trichosurus Vulpecula): An Australian Marsupial [Abstract]. Psychophysiology, 7, 304. 

","No","Yes","Abstract","From Zepelin","No","No"
"53","","Land","Berger & Walker, 1972","Tupaia Glis","Tree Shrew","6","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1","11","15.84","N/A","2.693","13.147","13.9","6","6","Mix","Adult","N/A","N/A","Adult","Poly","EH","Male And Female (3 Of Each); Did Not Have Data Separated For Species","","","","","","","","","","","","","","","","","","","Berger, R. J., & Walker, J. M. (1972). A Polygraphic Study Of Sleep In The Tree Shrew 	(Tupaia Glis). Brain, Behavior & Evolution, 5(1), 54-69.

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"89","","Land","Dallaire & Ruckebush, 1974C","Vulpes Vulpes","Captive Fox","3","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","N/A","0","9","9.72","4.872","2.4","7.392","15.6","3","3","Mix","N/A","1yr","Adult","Adult","N/A","AB","Paper Did Not State If One Year Is Adult Or Juv","","","","","","","","","","","","","","","","","","","Dallaire, A., & Ruckebusch, Y. (1974C). Rest-Activity Cycle And Sleep Patterns In Captive Foxes (Vulpes Vulpes). Experientia, 30, 59-60. 

 ","No","Yes","Scientific Paper","Not from Zepelin","No","No"
