"item","printed_label","taxon_in_source","value_kind","record_type","specimen_kind","taxon_concept","reassignable","hazard","note"
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Ateles geoffroyi (Frahm code 0180)","Ateles geoffroyi","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0180; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Lagothrix lagothricha (Frahm code 0181)","Lagothrix lagothricha","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0181; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Lagothrix lagothricha (Frahm code 0182)","Lagothrix lagothricha","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0182; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Lagothrix lagothricha (Frahm code 0183)","Lagothrix lagothricha","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0183; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Macaca mulatta (Frahm code 0184)","Macaca mulatta","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0184; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Macaca mulatta (Frahm code 0185)","Macaca mulatta","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0185; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Cercocebus albigena (Frahm code 0186)","Cercocebus albigena","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0186; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Papio anubis (Frahm code 0187)","Papio anubis","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0187; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Papio anubis (Frahm code 0188)","Papio anubis","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0188; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Cercopithecus ascanius (Frahm code 0189)","Cercopithecus ascanius","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0189; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Cercopithecus ascanius (Frahm code 0190)","Cercopithecus ascanius","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0190; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Cercopithecus mitis (Frahm code 0191)","Cercopithecus mitis","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0191; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Miopithecus talapoin (Frahm code 0192)","Miopithecus talapoin","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0192; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Miopithecus talapoin (Frahm code 0193)","Miopithecus talapoin","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0193; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Erythrocebus patas (Frahm code 0194)","Erythrocebus patas","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0194; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Erythrocebus patas (Frahm code 0195)","Erythrocebus patas","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0195; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Colobus badius (Frahm code 0196)","Colobus badius","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0196; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Colobus badius (Frahm code 0197)","Colobus badius","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0197; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Pygathrix nemaeus (Frahm code 0198)","Pygathrix nemaeus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0198; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Nasalis larvatus (Frahm code 0199)","Nasalis larvatus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0199; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Hylobates lar (Frahm code 0200)","Hylobates lar","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0200; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Pan troglodytes (Frahm code 0201)","Pan troglodytes","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0201; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Pan troglodytes (Frahm code 0202)","Pan troglodytes","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical ZILLES-PAN-1548; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Gorilla gorilla (Frahm code 0203)","Gorilla gorilla","specimen catalogue number, private scan page","specimen","historical_biological_specimen","Gorilla sp. (indet.)","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-GORILLA-A375; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Homo sapiens (Frahm code 0204)","Homo sapiens","specimen catalogue number, private scan page","specimen","historical_biological_specimen","Homo sapiens (living/extant)","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0204; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Pan troglodytes (280)","Pan troglodytes","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - public specimen row","None: catalogue number matches an existing public canonical specimen on public evidence alone.","Merged into public specimen_crosswalk.csv as HIRN-PANTRO-SCHIMPANSE-280."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Gorilla gorilla (375)","Gorilla gorilla","specimen catalogue number, printed","specimen","historical_biological_specimen","","n/a","DEFERRED to restricted repo: this catalogue number is the same physical Gorilla as public STEPHAN-GORILLA-A375, but that identity (375 = A375) was established only via the private Frahm scan/pivot cross-reference (Frahm code 203), the same unresolved letter-prefix ambiguity already visible unlinked in this crosswalk for Pan troglodytes A280 vs Schimpanse 280. Not merged into the public row for STEPHAN-GORILLA-A375; the restricted crosswalk already carries this link.","Restricted evidence: specimen_registry/derived/frahm_via_specimen_rows.csv, Frahm code 203."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Hylobates lar (1203)","Hylobates lar","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - public specimen row","None: catalogue number matches an existing public canonical specimen on public evidence alone.","Merged into public specimen_crosswalk.csv as HIRN-HYLOBATES-1203."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Papio anubis (97)","Papio anubis","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-PAPANU-97."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Cercoceb. alb. (242)","Cercocebus albigena","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-CERALB-242."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Cercopith. Mit. (261)","Cercopithecus mitis","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-CERMIT-261."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Cercopith. asc. (219)","Cercopithecus ascanius","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-CERASC-219."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Erythroceb. p. (1341)","Erythrocebus patas","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-ERYPAT-1341."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Miopith. tal. (1171)","Miopithecus talapoin","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-MIOTAL-1171."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Nasalis larv. (1365)","Nasalis larvatus","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-NASLAR-1365."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Procol. bad. (213)","Procolobus badius","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-PROBAD-213."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Alouatta sen. (1184)","Alouatta seniculus","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-ALOSEN-1184."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Ateles geoffroyi (1000)","Ateles geoffroyi","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-ATEGEO-1000."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Lagothr.lagotr. (1571)","Lagothrix lagotricha","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-LAGLAG-1571."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Pith. monachus (1180)","Pithecia monachus","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-PITMON-1180."
"Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv","Cebus albifrons (1200)","Cebus albifrons","specimen catalogue number, printed","specimen","historical_biological_specimen","","YES - new public specimen row","None: registered as new public specimen from a printed table; no private evidence used.","Merged into public specimen_crosswalk.csv as HIRN-CEBALB-1200."
"deSousa_etal_2010_Table1_Frahm_overlap (restricted comparison)","Pan troglodytes (1548)","Pan troglodytes","identifier overlap between a public de Sousa/MacLeod specimen and a private Frahm code","specimen","historical_biological_specimen","","n/a - canonical specimen already public without this linkage","The physical specimen is already a public row (canonical ZILLES-PAN-1548) sourced from de Sousa/MacLeod. The ADDITIONAL fact that it is also Frahm-Stephan specimen 'Frahm code 0202' was established only via the private Frahm scan/pivots and stays restricted.","Restricted-only cross-reference; no new public content, no public row added for this linkage."
"deSousa_etal_2010_Table1_Frahm_overlap (restricted comparison)","Gorilla gorilla (A375)","Gorilla gorilla","identifier overlap between a public de Sousa/MacLeod specimen and a private Frahm code","specimen","historical_biological_specimen","Gorilla sp. (indet.)","n/a - canonical specimen already public without this linkage","The physical specimen is already a public row (canonical STEPHAN-GORILLA-A375) sourced from de Sousa/MacLeod. The ADDITIONAL fact that it is also Frahm-Stephan specimen 'Frahm code 0203' was established only via the private Frahm scan/pivots and stays restricted.","Restricted-only cross-reference; no new public content, no public row added for this linkage."
"Todorov_etal_2019_rspb20191712si001.csv","12 species x 19 log male/female volume ratios (no individual labels printed)","species-level only","derived sex ratio, species level","n/a - no specimen row created","","","n/a","The supplement never prints individual specimen labels; specimen membership is reconstructed only in the restricted comparison. Do not fabricate specimen rows or treat the ratios as independent absolute volumes.","No public or restricted specimen_crosswalk row was created for Todorov et al. 2019; see via_data_source_registry.csv PUB_TODOROV_2019."
