"item","printed_label","taxon_in_source","value_kind","record_type","specimen_kind","taxon_concept","reassignable","hazard","note"
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-139; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 139, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=26 wks crown_to_rump_mm=Unknown crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-140; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 140, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=26 wks crown_to_rump_mm=250 crown_to_heel_mm=350 postnatal_survival=15 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-141; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 141, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=26 wks crown_to_rump_mm=220 crown_to_heel_mm=320 postnatal_survival=09 hs plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-142; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 142, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=26 wks crown_to_rump_mm=230 crown_to_heel_mm=340 postnatal_survival=06 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-143; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 143, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=26 wks crown_to_rump_mm=230 crown_to_heel_mm=320 postnatal_survival=12 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-144; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 144, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=220 crown_to_heel_mm=335 postnatal_survival=05 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-145; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 145, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=240 crown_to_heel_mm=330 postnatal_survival=01 hr plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-146; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 146, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=260 crown_to_heel_mm=320 postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-147; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 147, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=240 crown_to_heel_mm=350 postnatal_survival=38 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-148; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 148, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=240 crown_to_heel_mm=350 postnatal_survival=stillborn plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-149; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 149, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=230 crown_to_heel_mm=350 postnatal_survival=01 hr plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-150; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 150, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=unknown crown_to_heel_mm=390 postnatal_survival=05 ds plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-151; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 151, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=250 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-152; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 152, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=200 crown_to_heel_mm=305 postnatal_survival=84 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-153; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 153, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=240 crown_to_heel_mm=355 postnatal_survival=09 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-154; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 154, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=220 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-155; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 155, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=250 crown_to_heel_mm=370 postnatal_survival=11 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-156; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 156, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=220 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-157; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 157, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=230 crown_to_heel_mm=360 postnatal_survival=02 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-158; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 158, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=250 crown_to_heel_mm=355 postnatal_survival=10 hs plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-159; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 159, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=27 wks crown_to_rump_mm=250 crown_to_heel_mm=350 postnatal_survival=05 hs plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-160; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 160, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=unknown crown_to_heel_mm=unknown postnatal_survival=18 ds plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-161; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 161, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=unknown crown_to_heel_mm=360 postnatal_survival=11 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-162; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 162, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=240 crown_to_heel_mm=340 postnatal_survival=05 ds plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-163; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 163, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=240 crown_to_heel_mm=370 postnatal_survival=02 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-164; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 164, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=240 crown_to_heel_mm=340 postnatal_survival=28 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-165; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 165, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=260 crown_to_heel_mm=370 postnatal_survival=01 hr plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-166; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 166, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=250 crown_to_heel_mm=400 postnatal_survival=04 ds plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-167; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 167, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=255 crown_to_heel_mm=360 postnatal_survival=stillborn plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-168; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 168, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=220 crown_to_heel_mm=330 postnatal_survival=09 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-169; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 169, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=250 crown_to_heel_mm=350 postnatal_survival=22 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-170; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 170, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=220 crown_to_heel_mm=340 postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-171; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 171, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=250 crown_to_heel_mm=370 postnatal_survival=48 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-172; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 172, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=225 crown_to_heel_mm=360 postnatal_survival=09 hs plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-173; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 173, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=220 crown_to_heel_mm=350 postnatal_survival=03 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-174; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 174, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=210 crown_to_heel_mm=300 postnatal_survival=01 hr plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-175; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 175, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=200 crown_to_heel_mm=290 postnatal_survival=06 hs plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-176; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 176, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=290 crown_to_heel_mm=430 postnatal_survival=26 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-177; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 177, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=260 crown_to_heel_mm=370 postnatal_survival=04 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-178; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 178, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=240 crown_to_heel_mm=330 postnatal_survival=08 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-179; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 179, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=230 crown_to_heel_mm=340 postnatal_survival=48 hs plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-180; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 180, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=250 crown_to_heel_mm=360 postnatal_survival=06 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-181; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 181, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=240 crown_to_heel_mm=330 postnatal_survival=stillborn plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-182; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 182, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=stillborn/neonates gestational_age=28 wks crown_to_rump_mm=230 crown_to_heel_mm=295 postnatal_survival=17 hs plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
