label,authority,basis,status,n_producers,all_producers,other_producers,note
Hippocampus_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Hippocampus_CMRO2 (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Hippocampus_I.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Hippocampus_I.p.C,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Hippocampus_I.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Hippocampus_Mass (g),__merging_weights,adopted_from_variable_canonical,active,2,__merging_cellcounts; __merging_weights,__merging_cellcounts,authority already declared by superseded_by; adopted unchanged
Hippocampus_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Hippocampus_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Hippocampus_O.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Hippocampus_O.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Hippocampus_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Hippocampus_p.C.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Hippocampus_retrocommissuralis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Hippocampus_Vol.mm3,__merging_volumes,adjudicated,active,2,__merging_cellcounts; __merging_volumes,__merging_cellcounts,"RULE-1 2026-09-22: for a structure volume emitted by both the volumes merge and the cell-counts tables, __merging_volumes is authoritative. It resolves across teams/sources and carries the laterality and select-value machinery; the cell-counts copy is a by-product of the isotropic-fractionator tables. Matches the Neocortex_Vol.mm3 decision already recorded in variable_canonical.csv."
HP_HS_fibers_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Hypoglossal_nucleus_left_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Hypothalamus_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Hypothalamus_Mass (g),__merging_weights,auto_single_producer,active,1,__merging_weights,,
Hypothalamus_Vol.mm3,__merging_volumes,adjudicated,active,2,__merging_cellcounts; __merging_volumes,__merging_cellcounts,"RULE-1 2026-09-22: for a structure volume emitted by both the volumes merge and the cell-counts tables, __merging_volumes is authoritative. It resolves across teams/sources and carries the laterality and select-value machinery; the cell-counts copy is a by-product of the isotropic-fractionator tables. Matches the Neocortex_Vol.mm3 decision already recorded in variable_canonical.csv."
ILA complexity,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
ILA linear density,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
ILA Pial Dorsal,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
ILA Pial Ventral,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
ILA primary processes,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
ILA Subpial Dorsal,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
ILA Subpial Ventral,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
ILA total length,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
ILA total processes,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Innovation_reduced_report_count (reports),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Innovation_report_count (reports),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Insula_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Insula_left_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Insula_right_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Insula_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Inter-litter_interval_days,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Intermembral_index (ratio),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Interpositus_cerebellar_nuclei_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Journal_search_article_count (articles),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Juvenility_days,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Juvenility_primates_years,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Lamina of axon terminals deepest,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Lamina of axon terminals densest,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Largest fiber diameter µm,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Lateral_cerebellar_nuclei_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Length,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Limb_posture (category),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Litter_size (count),__merging_body_ecology,auto_single_producer,active,1,__merging_body_ecology,,
Litters_per_year,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Lobus_piriformis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Locomotor_diversity_index (index),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Locomotor_habit (category),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_dp1_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_dp2_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_dp3_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_dp4_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_dp5_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_ip2_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_ip3_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_ip4_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_ip5_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_mc1_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_mc2_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_mc3_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_mc4_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_mc5_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_pp1_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_pp2_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_pp3_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_pp4_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
log10_pp5_mm (log10 mm),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
M1_LayerI_Thickness_abs (um),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_LayerI_Thickness_prop (proportion),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_LayerII_Thickness_abs (um),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_LayerII_Thickness_prop (proportion),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_LayerIII_Thickness_abs (um),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_LayerIII_Thickness_prop (proportion),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_Layertotal_cortex_Thickness_abs (um),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_LayerV_Thickness_abs (um),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_LayerV_Thickness_prop (proportion),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_LayerVI_Thickness_abs (um),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_LayerVI_Thickness_prop (proportion),__merging_cortical_layers,auto_single_producer,active,1,__merging_cortical_layers,,
M1_Surface_Area.mm2,__merging_cortical_areas,auto_single_producer,active,1,__merging_cortical_areas,,
Male_sexual_maturity_days,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Manipulation_complexity (score),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Max_home_range_ha,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Maximum_longevity (yr),__merging_body_ecology,adopted_from_variable_canonical,active,2,____EvoM1_TraitTable (melted); __merging_body_ecology,____EvoM1_TraitTable (melted),authority already declared by superseded_by; adopted unchanged
Medial_cerebellar_nuclei_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Medulla_C.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Medulla_Mass (g),__merging_weights,adopted_from_variable_canonical,active,2,__merging_cellcounts; __merging_weights,__merging_cellcounts,authority already declared by superseded_by; adopted unchanged
Medulla_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Medulla_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Medulla_O.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Medulla_O.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Medulla_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Medulla_oblongata_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Medulla_p.C.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Medulla_Vol.mm3,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Meninges_hypophysis_nerves_etc_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Mesencephalon_C.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Mesencephalon_Mass (g),__merging_weights,adopted_from_variable_canonical,active,2,__merging_cellcounts; __merging_weights,__merging_cellcounts,authority already declared by superseded_by; adopted unchanged
Mesencephalon_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Mesencephalon_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Mesencephalon_O.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Mesencephalon_O.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Mesencephalon_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Mesencephalon_p.C.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Mesencephalon_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
MesencephalonDiencephalonStriatum_Mass.g,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
MesencephalonDiencephalonStriatum_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
MesencephalonDiencephalonStriatum_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
MesencephalonDiencephalonStriatum_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
MesencephalonMedulla_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Middle_temporal_visual_area_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Molecular_layer_thickness_median (mm),__merging_cerebellar_folding,auto_single_producer,active,1,__merging_cerebellar_folding,,
n_cortical_areas,__merging_cortical_areas,auto_single_producer,active,1,__merging_cortical_areas,,
Neocortex_CBF (mL/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Neocortex_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Neocortex_CMRO2 (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Neocortex_grey_matter_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Neocortex_lamina_1_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Neocortex_laminae_2_6_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Neocortex_Mass (g),__merging_weights,auto_single_producer,active,1,__merging_weights,,
Neocortex_Vol.mm3,__merging_volumes,adopted_from_variable_canonical,active,2,__merging_cellcounts; __merging_volumes,__merging_cellcounts,authority already declared by superseded_by; adopted unchanged
Neocortex_white_matter_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Neonate_brain_weight_g,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Neurogenic_period_days,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Neuronal_density,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Nucleus_accumbens_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_dentatus_cerebelli_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Nucleus_habenularis_medialis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_olivaris_inferior_accessorius_dorsalis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_olivaris_inferior_accessorius_medialis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_olivaris_inferior_accessorius_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_olivaris_inferior_principalis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_ruber_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Nucleus_septalis_triangularis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_subthalamicus_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Nucleus_subthalamicus_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_tractus_olfactorius_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_vestibularis_descendens_unilateral_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_vestibularis_descendens_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_vestibularis_lateralis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_vestibularis_medialis_unilateral_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_vestibularis_medialis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_vestibularis_superior_unilateral_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Nucleus_vestibularis_superior_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Number of fibers per tract,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Occipital_cortex_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Occipital_cortex_CMRO2 (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
OlfactoryBulb_C.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
OlfactoryBulb_Mass (g),__merging_weights,adopted_from_variable_canonical,active,2,__merging_cellcounts; __merging_weights,__merging_cellcounts,authority already declared by superseded_by; adopted unchanged
OlfactoryBulb_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
OlfactoryBulb_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
OlfactoryBulb_O.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
OlfactoryBulb_O.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
OlfactoryBulb_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
OlfactoryBulb_p.C.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
OlfactoryBulb_Vol.mm3,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
OlfactoryCortices_Mass (g),__merging_weights,auto_single_producer,active,1,__merging_weights,,
OlfactoryCortices_Vol.mm3,__merging_volumes,adjudicated,active,2,__merging_cellcounts; __merging_volumes,__merging_cellcounts,"RULE-1 2026-09-22: for a structure volume emitted by both the volumes merge and the cell-counts tables, __merging_volumes is authoritative. It resolves across teams/sources and carries the laterality and select-value machinery; the cell-counts copy is a by-product of the isotropic-fractionator tables. Matches the Neocortex_Vol.mm3 decision already recorded in variable_canonical.csv."
OtherAssociation_Surface_Area.mm2,__merging_cortical_areas,auto_single_producer,active,1,__merging_cortical_areas,,
Palaeocortex_plus_amygdala_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Palaeocortex_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Pallidum_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Pallidum_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Parietal_cortex_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Parietal_cortex_CMRO2 (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
peak_workspace (index),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Penetration down spinal cord,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Phase (percent),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Pons_C.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Pons_Mass.g,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Pons_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Pons_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Pons_O.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Pons_O.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Pons_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Pons_p.C.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Pons_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
PonsMedulla_Mass.g,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
PonsMedulla_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
PonsMedulla_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
PonsMedulla_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Pontine_and_reticulotegmental_nuclei_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Population_group_size,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Prefrontal_cortex_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Prefrontal_Surface_Area.mm2,__merging_cortical_areas,auto_single_producer,active,1,__merging_cortical_areas,,
PrefrontalCortex_grey_matter_left_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
PrefrontalCortex_grey_matter_right_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
PrefrontalCortex_grey_matter_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
PrefrontalCortex_white_matter_left_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
PrefrontalCortex_white_matter_right_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
PrefrontalCortex_white_matter_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Prepiriform_cortex_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Putamen_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
real_size (index),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
relative_size (index),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
REM_sleep_pct,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Retrobulbar_cortex_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
RoB_C.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
RoB_I.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
RoB_I.p.C,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
RoB_I.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
RoB_Mass (g),__merging_weights,adopted_from_variable_canonical,active,2,__merging_cellcounts; __merging_weights,__merging_cellcounts,authority already declared by superseded_by; adopted unchanged
RoB_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
RoB_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
RoB_O.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
RoB_O.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
RoB_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
RoB_p.C.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Schizo_cortex_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Sensorimotor_cortex_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Sensorimotor_cortex_CMRO2 (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Septum_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Septum_Mass (g),__merging_weights,auto_single_producer,active,1,__merging_weights,,
Septum_Vol.mm3,__merging_volumes,adjudicated,active,2,__merging_cellcounts; __merging_volumes,__merging_cellcounts,"RULE-1 2026-09-22: for a structure volume emitted by both the volumes merge and the cell-counts tables, __merging_volumes is authoritative. It resolves across teams/sources and carries the laterality and select-value machinery; the cell-counts copy is a by-product of the isotropic-fractionator tables. Matches the Neocortex_Vol.mm3 decision already recorded in variable_canonical.csv."
Sleep_h_day,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Social_group_size,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Social_learning_report_count (reports),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Social_system,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Sound_localization_threshold.deg,__merging_sensory,auto_single_producer,active,1,__merging_sensory,,
Species_as_printed,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
species_basis,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
SpinalCord_C.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_Length.mm,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_Mass (g),__merging_weights,adopted_from_variable_canonical,active,2,__merging_cellcounts; __merging_weights,__merging_cellcounts,authority already declared by superseded_by; adopted unchanged
SpinalCord_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_O.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_O.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_p.C.Body.mass,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_p.C.CNS.mass,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_p.C.CNS.neurons,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
SpinalCord_p.C.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Striatum_including_globus_pallidus_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Striatum_Mass (g),__merging_weights,auto_single_producer,active,1,__merging_weights,,
Striatum_Vol.mm3,__merging_volumes,adjudicated,active,2,__merging_cellcounts; __merging_volumes,__merging_cellcounts,"RULE-1 2026-09-22: for a structure volume emitted by both the volumes merge and the cell-counts tables, __merging_volumes is authoritative. It resolves across teams/sources and carries the laterality and select-value machinery; the cell-counts copy is a by-product of the isotropic-fractionator tables. Matches the Neocortex_Vol.mm3 decision already recorded in variable_canonical.csv."
SubcorticalForebrain_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Subiculum_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Substantia_innominata_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Substantia_nigra_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Subthalamus_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
SWS_total_pct,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Tectum_Mass (g),__merging_weights,auto_single_producer,active,1,__merging_weights,,
