label,domain,measure_class,Structure,Measure,Unit,is_measurement,definition,definition_kind,definition_source,matched_code,glossary_terms
Lateral_cerebellar_nuclei_Vol.mm3,brain structure & size,structure_volume,Lateral_cerebellar_nuclei,Vol.mm3,mm3,TRUE,Lateral cerebellar nuclei: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Lobus_piriformis_Vol.mm3,brain structure & size,structure_volume,Lobus_piriformis,Vol.mm3,mm3,TRUE,Lobus piriformis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Medial_cerebellar_nuclei_Vol.mm3,brain structure & size,structure_volume,Medial_cerebellar_nuclei,Vol.mm3,mm3,TRUE,Medial cerebellar nuclei: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Medulla_oblongata_Vol.mm3,brain structure & size,structure_volume,Medulla_oblongata,Vol.mm3,mm3,TRUE,Medulla oblongata: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Medulla_Vol.mm3,brain structure & size,structure_volume,Medulla,Vol.mm3,mm3,TRUE,Medulla: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Mesencephalon_Vol.mm3,brain structure & size,structure_volume,Mesencephalon,Vol.mm3,mm3,TRUE,Mesencephalon: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Middle_temporal_visual_area_Vol.mm3,brain structure & size,structure_volume,Middle_temporal_visual_area,Vol.mm3,mm3,TRUE,Middle temporal visual area: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Neocortex_grey_matter_Vol.mm3,brain structure & size,structure_volume,Neocortex_grey_matter,Vol.mm3,mm3,TRUE,Neocortex grey matter: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Neocortex_lamina_1_Vol.mm3,brain structure & size,structure_volume,Neocortex,Vol.mm3,mm3,TRUE,Neocortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Neocortex_laminae_2_6_Vol.mm3,brain structure & size,structure_volume,Neocortex,Vol.mm3,mm3,TRUE,Neocortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Neocortex_mm^3,brain structure & size,structure_volume,Neocortex,Vol.mm3,mm3,TRUE,Neocortex volume,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Neocortex_mm^3,
Neocortex_Vol.mm3,brain structure & size,structure_volume,Neocortex,Vol.mm3,mm3,TRUE,Neocortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Neocortex_white_matter_Vol.mm3,brain structure & size,structure_volume,Neocortex_white_matter,Vol.mm3,mm3,TRUE,Neocortex white matter: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,brain structure & size,structure_volume,Nucleus_amygdalae_basalis_pars_magnocellularis,Vol.mm3,mm3,TRUE,Nucleus amygdalae basalis pars magnocellularis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_habenularis_medialis_Vol.mm3,brain structure & size,structure_volume,Nucleus_habenularis_medialis,Vol.mm3,mm3,TRUE,Nucleus habenularis medialis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_olivaris_inferior_accessorius_dorsalis_Vol.mm3,brain structure & size,structure_volume,Nucleus_olivaris_inferior_accessorius_dorsalis,Vol.mm3,mm3,TRUE,Nucleus olivaris inferior accessorius dorsalis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_olivaris_inferior_accessorius_medialis_Vol.mm3,brain structure & size,structure_volume,Nucleus_olivaris_inferior_accessorius_medialis,Vol.mm3,mm3,TRUE,Nucleus olivaris inferior accessorius medialis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_olivaris_inferior_accessorius_Vol.mm3,brain structure & size,structure_volume,Nucleus_olivaris_inferior_accessorius,Vol.mm3,mm3,TRUE,Nucleus olivaris inferior accessorius: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_olivaris_inferior_principalis_Vol.mm3,brain structure & size,structure_volume,Nucleus_olivaris_inferior_principalis,Vol.mm3,mm3,TRUE,Nucleus olivaris inferior principalis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_septalis_triangularis_Vol.mm3,brain structure & size,structure_volume,Nucleus_septalis_triangularis,Vol.mm3,mm3,TRUE,Nucleus septalis triangularis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_subthalamicus_Vol.mm3,brain structure & size,structure_volume,Nucleus_subthalamicus,Vol.mm3,mm3,TRUE,Nucleus subthalamicus: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_tractus_olfactorius_Vol.mm3,brain structure & size,structure_volume,Nucleus_tractus_olfactorius,Vol.mm3,mm3,TRUE,Nucleus tractus olfactorius: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_vestibularis_descendens_unilateral_Vol.mm3,brain structure & size,structure_volume,Nucleus_vestibularis_descendens,Vol.mm3,mm3,TRUE,Nucleus vestibularis descendens: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_vestibularis_descendens_Vol.mm3,brain structure & size,structure_volume,Nucleus_vestibularis_descendens,Vol.mm3,mm3,TRUE,Nucleus vestibularis descendens: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,brain structure & size,structure_volume,Nucleus_vestibularis_lateralis,Vol.mm3,mm3,TRUE,Nucleus vestibularis lateralis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_vestibularis_lateralis_Vol.mm3,brain structure & size,structure_volume,Nucleus_vestibularis_lateralis,Vol.mm3,mm3,TRUE,Nucleus vestibularis lateralis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_vestibularis_medialis_unilateral_Vol.mm3,brain structure & size,structure_volume,Nucleus_vestibularis_medialis,Vol.mm3,mm3,TRUE,Nucleus vestibularis medialis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_vestibularis_medialis_Vol.mm3,brain structure & size,structure_volume,Nucleus_vestibularis_medialis,Vol.mm3,mm3,TRUE,Nucleus vestibularis medialis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_vestibularis_superior_unilateral_Vol.mm3,brain structure & size,structure_volume,Nucleus_vestibularis_superior,Vol.mm3,mm3,TRUE,Nucleus vestibularis superior: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Nucleus_vestibularis_superior_Vol.mm3,brain structure & size,structure_volume,Nucleus_vestibularis_superior,Vol.mm3,mm3,TRUE,Nucleus vestibularis superior: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
OlfactoryBulb_Vol.mm3,brain structure & size,structure_volume,OlfactoryBulb,Vol.mm3,mm3,TRUE,OlfactoryBulb: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
OlfactoryCortices_Vol.mm3,brain structure & size,structure_volume,OlfactoryCortices,Vol.mm3,mm3,TRUE,OlfactoryCortices: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Palaeocortex_plus_amygdala_Vol.mm3,brain structure & size,structure_volume,Palaeocortex_plus_amygdala,Vol.mm3,mm3,TRUE,Palaeocortex plus amygdala: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Palaeocortex_Vol.mm3,brain structure & size,structure_volume,Palaeocortex,Vol.mm3,mm3,TRUE,Palaeocortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Pallidum_Vol.mm3,brain structure & size,structure_volume,Pallidum,Vol.mm3,mm3,TRUE,Pallidum: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Pons_Vol.mm3,brain structure & size,structure_volume,Pons,Vol.mm3,mm3,TRUE,Pons: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Pontine_and_reticulotegmental_nuclei_Vol.mm3,brain structure & size,structure_volume,PontinePrecerebellarNuclei,Vol.mm3,mm3,TRUE,PontinePrecerebellarNuclei: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
PrefrontalCortex_grey_matter_left_Vol.mm3,brain structure & size,structure_volume,PrefrontalCortex,Vol.mm3,mm3,TRUE,PrefrontalCortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
PrefrontalCortex_grey_matter_right_Vol.mm3,brain structure & size,structure_volume,PrefrontalCortex,Vol.mm3,mm3,TRUE,PrefrontalCortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
PrefrontalCortex_grey_matter_Vol.mm3,brain structure & size,structure_volume,PrefrontalCortex,Vol.mm3,mm3,TRUE,PrefrontalCortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
PrefrontalCortex_white_matter_left_Vol.mm3,brain structure & size,structure_volume,PrefrontalCortex,Vol.mm3,mm3,TRUE,PrefrontalCortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
PrefrontalCortex_white_matter_right_Vol.mm3,brain structure & size,structure_volume,PrefrontalCortex,Vol.mm3,mm3,TRUE,PrefrontalCortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
PrefrontalCortex_white_matter_Vol.mm3,brain structure & size,structure_volume,PrefrontalCortex,Vol.mm3,mm3,TRUE,PrefrontalCortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Prepiriform_cortex_Vol.mm3,brain structure & size,structure_volume,Prepiriform_cortex,Vol.mm3,mm3,TRUE,Prepiriform cortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Retrobulbar_cortex_Vol.mm3,brain structure & size,structure_volume,Retrobulbar_cortex,Vol.mm3,mm3,TRUE,Retrobulbar cortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Schizo_cortex_Vol.mm3,brain structure & size,structure_volume,Schizo_cortex,Vol.mm3,mm3,TRUE,Schizo cortex: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Septum_Vol.mm3,brain structure & size,structure_volume,Septum,Vol.mm3,mm3,TRUE,Septum: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Striatum_including_globus_pallidus_Vol.mm3,brain structure & size,structure_volume,Striatum including globus pallidus,Vol.mm3,mm3,TRUE,Striatum including globus pallidus: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Striatum_Vol.mm3,brain structure & size,structure_volume,Striatum,Vol.mm3,mm3,TRUE,Striatum: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Subiculum_Vol.mm3,brain structure & size,structure_volume,Subiculum,Vol.mm3,mm3,TRUE,Subiculum: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Substantia_innominata_Vol.mm3,brain structure & size,structure_volume,Substantia_innominata,Vol.mm3,mm3,TRUE,Substantia innominata: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Subthalamus_Vol.mm3,brain structure & size,structure_volume,Subthalamus,Vol.mm3,mm3,TRUE,Subthalamus: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Tectum_Vol.mm3,brain structure & size,structure_volume,Tectum,Vol.mm3,mm3,TRUE,Tectum: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Tegmentum_Vol.mm3,brain structure & size,structure_volume,Tegmentum,Vol.mm3,mm3,TRUE,Tegmentum: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Telencephalon_Vol.mm3,brain structure & size,structure_volume,Telencephalon,Vol.mm3,mm3,TRUE,Telencephalon: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Thalamus_Vol.mm3,brain structure & size,structure_volume,Thalamus,Vol.mm3,mm3,TRUE,Thalamus: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Total_brain_net_volume_Vol.mm3,brain structure & size,structure_volume,Total_brain_net_volume,Vol.mm3,mm3,TRUE,Total brain net volume: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Tractus_olfactorius_lateralis_Vol.mm3,brain structure & size,structure_volume,Tractus_olfactorius_lateralis,Vol.mm3,mm3,TRUE,Tractus olfactorius lateralis: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Tractus_opticus_Vol.mm3,brain structure & size,structure_volume,Tractus_opticus,Vol.mm3,mm3,TRUE,Tractus opticus: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Trigeminal_motor_nucleus_left_Vol.mm3,brain structure & size,structure_volume,Trigeminal_motor_nucleus,Vol.mm3,mm3,TRUE,Trigeminal motor nucleus: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Tuberculum_olfactorium_Vol.mm3,brain structure & size,structure_volume,Tuberculum_olfactorium,Vol.mm3,mm3,TRUE,Tuberculum olfactorium: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Ventral_pons_Vol.mm3,brain structure & size,structure_volume,Ventral_pons,Vol.mm3,mm3,TRUE,Ventral pons: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Ventricle_mm^3,brain structure & size,structure_volume,Ventricles,Vol.mm3,mm3,TRUE,Ventricle mm^3,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Ventricle_mm^3,
Ventricles_Vol.mm3,brain structure & size,structure_volume,Ventricles,Vol.mm3,mm3,TRUE,Ventricles: volume in mm3,composed,_keys/glossary.csv + _keys/variable_domain.csv,,Vol.mm3
Glia_neuron_ratio,cellular composition,glia_stereology,VisualCortex,G.p.N.Stereology,ratio,TRUE,Glia:neuron ratio,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Glia_neuron_ratio,ratio
Glial_cell_density,cellular composition,glia_stereology,VisualCortex,G.p.mm3.Stereology,cells/mm3,TRUE,"Glial cell density (journal header typo ""Glial_cell_denisty"" corrected)",source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Glial_cell_density,
Neuronal_density,cellular composition,glia_stereology,VisualCortex,N.p.mm3.Stereology,cells/mm3,TRUE,"Neuronal density in neocortex (journal header typo ""Neuronal_denisty"" corrected)",source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Neuronal_density,
ILA complexity,cellular composition,interlaminar_astrocytes,CerebralCortex,ILA_complexity,index,TRUE,"Neurolucida complexity index of the pial ILA arbor, averaged per species; Complexity = [sum of the terminal orders + number of terminals] * [total dendritic length / number of primary dendrites] (after Pillai et al. 2012)",source_definition,Falcone_etal_2019/Falcone_etal_2019_TABLE2_definitions.csv,ILA complexity,ILA
ILA linear density,cellular composition,interlaminar_astrocytes,CerebralCortex,ILA_linear_density,cells/mm,TRUE,"number of pial ILA (typical + rudimentary) whose soma contacts the pia, per millimetre of pial length; cells/mm",source_definition,Falcone_etal_2019/Falcone_etal_2019_TABLE2_definitions.csv,ILA linear density,ILA
ILA Pial Dorsal,cellular composition,interlaminar_astrocytes,CerebralCortex,ILA_presence,category,TRUE,presence of pial interlaminar astrocytes (ILA) in the DORSAL frontal cortex: Yes = typical pial ILA (interlaminar processes exit layer I and course through the cortical laminae); rudimetary = rudimentary pial ILA (inverted-pyramidal soma contacting the pia with at least one process coursing towards layer II but not exiting layer I); No = neither observed,source_definition,Falcone_etal_2019/Falcone_etal_2019_TABLE1_definitions.csv,ILA Pial Dorsal,ILA
ILA Pial Ventral,cellular composition,interlaminar_astrocytes,CerebralCortex,ILA_presence,category,TRUE,"presence of pial ILA in the VENTRAL frontal cortex, same three-level scoring as ILA Pial Dorsal",source_definition,Falcone_etal_2019/Falcone_etal_2019_TABLE1_definitions.csv,ILA Pial Ventral,ILA
ILA primary processes,cellular composition,interlaminar_astrocytes,CerebralCortex,ILA_primary_processes,count,TRUE,"number of primary processes arising from the pial ILA soma, averaged over the cells reconstructed per species",source_definition,Falcone_etal_2019/Falcone_etal_2019_TABLE2_definitions.csv,ILA primary processes,ILA
ILA Subpial Dorsal,cellular composition,interlaminar_astrocytes,CerebralCortex,ILA_presence,category,TRUE,presence of subpial ILA in the DORSAL frontal cortex: Yes = typical subpial ILA (processes exit layer I); rudimetary = rudimentary subpial ILA (processes remain within layer I); No = none observed,source_definition,Falcone_etal_2019/Falcone_etal_2019_TABLE1_definitions.csv,ILA Subpial Dorsal,ILA
ILA Subpial Ventral,cellular composition,interlaminar_astrocytes,CerebralCortex,ILA_presence,category,TRUE,"presence of subpial ILA in the VENTRAL frontal cortex, same three-level scoring as ILA Subpial Dorsal",source_definition,Falcone_etal_2019/Falcone_etal_2019_TABLE1_definitions.csv,ILA Subpial Ventral,ILA
ILA total length,cellular composition,interlaminar_astrocytes,CerebralCortex,ILA_total_length,um,TRUE,"summed length of all processes of a pial ILA, in micrometres, averaged over the cells reconstructed per species",source_definition,Falcone_etal_2019/Falcone_etal_2019_TABLE2_definitions.csv,ILA total length,ILA
ILA total processes,cellular composition,interlaminar_astrocytes,CerebralCortex,ILA_total_processes,count,TRUE,"total number of processes per pial ILA (counted as branching nodes), averaged over the cells reconstructed per species",source_definition,Falcone_etal_2019/Falcone_etal_2019_TABLE2_definitions.csv,ILA total processes,ILA
Cerebellum_I.p.C,cellular composition,microglia_per_cell,Cerebellum,I.p.C,ratio,TRUE,Cerebellum: microglia per cell,composed,_keys/glossary.csv + _keys/variable_domain.csv,,I.p.C
CerebralCortex_I.p.C,cellular composition,microglia_per_cell,CerebralCortex,I.p.C,ratio,TRUE,CerebralCortex: microglia per cell,composed,_keys/glossary.csv + _keys/variable_domain.csv,,I.p.C
CerebralCortexNoHippocampus_I.p.C,cellular composition,microglia_per_cell,CerebralCortexNoHippocampus,I.p.C,ratio,TRUE,CerebralCortexNoHippocampus: microglia per cell,composed,_keys/glossary.csv + _keys/variable_domain.csv,,I.p.C
Hippocampus_I.p.C,cellular composition,microglia_per_cell,Hippocampus,I.p.C,ratio,TRUE,Hippocampus: microglia per cell,composed,_keys/glossary.csv + _keys/variable_domain.csv,,I.p.C
RoB_I.p.C,cellular composition,microglia_per_cell,RoB,I.p.C,ratio,TRUE,rest of brain: microglia per cell,composed,_keys/glossary.csv + _keys/variable_domain.csv,,I.p.C|RoB
WholeBrain_I.p.C,cellular composition,microglia_per_cell,WholeBrain,I.p.C,ratio,TRUE,WholeBrain: microglia per cell,composed,_keys/glossary.csv + _keys/variable_domain.csv,,I.p.C
Amygdala_N.p.mg,cellular composition,neuron_density,Amygdala,N.p.mg,cells/mg,TRUE,Amygdala: neurons per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.p.mg
Cerebellum_N.p.mg,cellular composition,neuron_density,Cerebellum,N.p.mg,cells/mg,TRUE,cerebellum neuronal density,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,Cerebellum_N.p.mg,N.p.mg
CerebralCortex_N.p.mg,cellular composition,neuron_density,CerebralCortex,N.p.mg,cells/mg,TRUE,cerebral cortex neuronal density,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,CerebralCortex_N.p.mg,N.p.mg
CerebralCortexGrey_N.p.mg,cellular composition,neuron_density,CerebralCortexGrey,N.p.mg,cells/mg,TRUE,cortical grey-matter neuronal density,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,CerebralCortexGrey_N.p.mg,N.p.mg
CerebralCortexWhite_N.p.mg,cellular composition,neuron_density,CerebralCortexWhite,N.p.mg,cells/mg,TRUE,CerebralCortexWhite: neurons per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.p.mg
DiencephalonStriatum_N.p.mg,cellular composition,neuron_density,DiencephalonStriatum,N.p.mg,cells/mg,TRUE,diencephalon + basal ganglia neuronal density,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,DiencephalonStriatum_N.p.mg,N.p.mg
Hippocampus_N.p.mg,cellular composition,neuron_density,Hippocampus,N.p.mg,cells/mg,TRUE,hippocampus neuronal density,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,Hippocampus_N.p.mg,N.p.mg
Medulla_N.p.mg,cellular composition,neuron_density,Medulla,N.p.mg,cells/mg,TRUE,Medulla: neurons per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.p.mg
Mesencephalon_N.p.mg,cellular composition,neuron_density,Mesencephalon,N.p.mg,cells/mg,TRUE,mesencephalon neuronal density,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,Mesencephalon_N.p.mg,N.p.mg
MesencephalonDiencephalonStriatum_N.p.mg,cellular composition,neuron_density,MesencephalonDiencephalonStriatum,N.p.mg,cells/mg,TRUE,MesencephalonDiencephalonStriatum: neurons per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.p.mg
OlfactoryBulb_N.p.mg,cellular composition,neuron_density,OlfactoryBulb,N.p.mg,cells/mg,TRUE,olfactory bulb neuronal density,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,OlfactoryBulb_N.p.mg,N.p.mg
Pons_N.p.mg,cellular composition,neuron_density,Pons,N.p.mg,cells/mg,TRUE,Pons: neurons per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.p.mg
PonsMedulla_N.p.mg,cellular composition,neuron_density,PonsMedulla,N.p.mg,cells/mg,TRUE,pons + medulla neuronal density,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,PonsMedulla_N.p.mg,N.p.mg
RoB_N.p.mg,cellular composition,neuron_density,RoB,N.p.mg,cells/mg,TRUE,rest-of-brain neuronal density,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,RoB_N.p.mg,N.p.mg|RoB
SpinalCord_N.p.mg,cellular composition,neuron_density,SpinalCord,N.p.mg,cells/mg,TRUE,SpinalCord: neurons per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.p.mg
WholeBrain_N.p.mg,cellular composition,neuron_density,WholeBrain,N.p.mg,cells/mg,TRUE,WholeBrain: neurons per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.p.mg
SpinalCord_p.C.CNS.neurons,cellular composition,neuron_fraction,SpinalCord,p.C.CNS.neurons,%,TRUE,SpinalCord: percent of CNS neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,p.C.CNS.neurons
Amygdala_N.n,cellular composition,neuron_number,Amygdala,N.n,count,TRUE,Amygdala: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
Cerebellum_N.n,cellular composition,neuron_number,Cerebellum,N.n,count,TRUE,cerebellum neuron number,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,Cerebellum_N.n,N.n
CerebralCortex_N.n,cellular composition,neuron_number,CerebralCortex,N.n,count,TRUE,cerebral cortex neuron number (grey + white + hippocampus),source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,CerebralCortex_N.n,N.n
CerebralCortexGrey_N.n,cellular composition,neuron_number,CerebralCortexGrey,N.n,count,TRUE,cortical grey-matter neuron number,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,CerebralCortexGrey_N.n,N.n
CerebralCortexWhite_N.n,cellular composition,neuron_number,CerebralCortexWhite,N.n,count,TRUE,CerebralCortexWhite: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
DiencephalonStriatum_N.n,cellular composition,neuron_number,DiencephalonStriatum,N.n,count,TRUE,diencephalon + basal ganglia neuron number,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,DiencephalonStriatum_N.n,N.n
Hippocampus_N.n,cellular composition,neuron_number,Hippocampus,N.n,count,TRUE,hippocampus neuron number,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,Hippocampus_N.n,N.n
Medulla_N.n,cellular composition,neuron_number,Medulla,N.n,count,TRUE,Medulla: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
Mesencephalon_N.n,cellular composition,neuron_number,Mesencephalon,N.n,count,TRUE,mesencephalon neuron number,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,Mesencephalon_N.n,N.n
MesencephalonDiencephalonStriatum_N.n,cellular composition,neuron_number,MesencephalonDiencephalonStriatum,N.n,count,TRUE,MesencephalonDiencephalonStriatum: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
MesencephalonMedulla_N.n,cellular composition,neuron_number,MesencephalonMedulla,N.n,count,TRUE,MesencephalonMedulla: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
OlfactoryBulb_N.n,cellular composition,neuron_number,OlfactoryBulb,N.n,count,TRUE,olfactory bulb neuron number,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,OlfactoryBulb_N.n,N.n
Pons_N.n,cellular composition,neuron_number,Pons,N.n,count,TRUE,Pons: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
PonsMedulla_N.n,cellular composition,neuron_number,PonsMedulla,N.n,count,TRUE,pons + medulla neuron number,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,PonsMedulla_N.n,N.n
RoB_N.n,cellular composition,neuron_number,RoB,N.n,count,TRUE,rest-of-brain neuron number,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,RoB_N.n,N.n|RoB
SpinalCord_N.n,cellular composition,neuron_number,SpinalCord,N.n,count,TRUE,SpinalCord: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
SubcorticalForebrain_N.n,cellular composition,neuron_number,SubcorticalForebrain,N.n,count,TRUE,SubcorticalForebrain: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
WholeBrain_N.n,cellular composition,neuron_number,WholeBrain,N.n,count,TRUE,whole-brain neuron number (olfactory bulb excluded),source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,WholeBrain_N.n,N.n
